DB,SITEID,DUPL,TARGSITEID,LAT,LON,ELEV,DATE,TIME,STATE,MAPSHEET,LANDFORM TYPE,GEOMORPH1,GEOMORPH2,LANDUSE1,LANDUSE1a,LANDUSE2,LANDUSE2a,CONTAMtxt,TOSID,TOSTYPE,TOSTOPD,TOSBD,TOSRAD,TOSpH,BOSID,BOSTYPE,BOSTOPD,BOSBD,BOSRAD,BOSpH
field,2007191197,,TS1029,-23.421,148.672,144,14.10.2007,13:00,QLD,Duaringa,alluvial plain,over bank stream flow,,2 1 0 Grazing natural vegetation,,2 1 0 Grazing natural vegetation,,dirt road 50m,2007191197001,PIT TRENCH SAMPLE,0,0.1,1,9,2007191197002,AUGER SAMPLE,0.6,0.82,1,8.5
field,2007191198,2007190248,TS0178,-28.067,139.274,7,26.10.2008,,SA,Kopperamanna,meander plain,over bank stream flow,wind,2 1 0 Grazing natural vegetation,5 2 2 Cattle,2 1 0 Grazing natural vegetation,5 2 2 Cattle,,2007191198001,PIT TRENCH SAMPLE,0.05,0.15,1,8,2007191198002,PIT TRENCH SAMPLE,0.8,0.95,1,10
field,2007191199,,TS0512,-27.445,124.265,371,02.04.2008,12:57,WA,Throssell,stagnant alluvial plain,sheet flow sheet or surface wash,,1 0 0 Conservation and Natural Environments,,1 0 0 Conservation and Natural Environments,,,2007191199001,PIT TRENCH SAMPLE,0,0.1,1,8,2007191199002,AUGER SAMPLE,0.6,0.9,1,8
field,2007191201,,TS0843,-25.066,133.789,348,18.04.2008,14:54,NT,Finke,flood plain,water,wind,2 1 0 Grazing natural vegetation,5 2 2 Cattle,,,None,2007191201001,PIT TRENCH SAMPLE,0,0.1,1,7.5,2007191201002,AUGER SAMPLE,0.7,0.8,1,7
field,2007191202,,TS1108,-26.416,145.998,289,20.05.2008,14:40,QLD,Charleville,alluvial plain,rilling/gullying,,2 1 0 Grazing natural vegetation,5 2 2 Cattle,2 1 0 Grazing natural vegetation,5 2 2 Cattle,200 metres upstream from a dirt track with culvert at floodways,2007191202001,PIT TRENCH SAMPLE,0,0.1,1,5,2007191202002,AUGER SAMPLE,0.6,0.74,1,4.5
field,2007191203,,TS1315,-37.152,149.859,26,28.11.2007,11:35,NSW,Mallacoota,alluvial plain,over bank stream flow,,2 1 0 Grazing natural vegetation,5 2 3 Sheep,2 1 0 Grazing natural vegetation,5 2 3 Sheep,natural ledge bank  some deer manure  highway nearby 40m,2007191203001,PIT TRENCH SAMPLE,0,0.1,1,5.5,2007191203002,AUGER SAMPLE,0.66,0.93,1,5.5
field,2007191204,,TS0973,-20.814,146.77,162,12.10.2007,15:15,QLD,Charters Towers,flood plain,over bank stream flow,,2 1 0 Grazing natural vegetation,5 2 2 Cattle,2 1 0 Grazing natural vegetation,5 2 2 Cattle,Cattle  graded dirt road 200m away,2007191204001,PIT TRENCH SAMPLE,0,0.1,1,7,2007191204002,AUGER SAMPLE,0.58,0.78,1,6.5
field,2007191206,,TS1385,-42.545,145.481,2,05.02.2008,12:00,TAS,South West,alluvial swamp,water,,1 0 0 Conservation and Natural Environments,,1 0 0 Conservation and Natural Environments,,Human disturbance  wood cutting  littering,2007191206001,PIT TRENCH SAMPLE,0,0.1,1,4.5,2007191206002,AUGER SAMPLE,0.4,0.7,1,4.5
field,2007191207,,TS1065,-24.515,149.767,102,25.10.2007,11:35,QLD,Baralaba,alluvial plain,water,over bank stream flow,2 1 0 Grazing natural vegetation,,2 1 0 Grazing natural vegetation,,,2007191207001,PIT TRENCH SAMPLE,0,0.1,1,6,2007191207002,AUGER SAMPLE,0.6,0.7,1,6
field,2007191208,,TS0065,-29.465,137.076,-11,08.08.2008,13:30,SA,Curdimurka,erosional plain,over bank stream flow,sheet flow  sheet or surface wash,1 0 0 Conservation and Natural Environments,,1 0 0 Conservation and Natural Environments,,Railway bridge about 1 km upstream ,2007191208001,PIT TRENCH SAMPLE,0.05,0.15,1,9.5,2007191208002,PIT TRENCH SAMPLE,0.45,0.5,1,8.5
field,2007191209,,TS1131,-27.708,152.682,7,27.07.2007,12:40,QLD,Ipswich,flood plain,over bank stream flow,,3 2 0 Dryland Grazing modified pastures,,3 2 0 Dryland Grazing modified pastures,,,2007191209001,PIT TRENCH SAMPLE,0,0.1,1,6,2007191209002,AUGER SAMPLE,0.6,0.72,1,7.5
field,2007191210,,TS1329,-38.73,143.232,15,03.03.2008,15:20,VIC,Colac,flood plain,over bank stream flow,,2 1 0 Grazing natural vegetation,,2 1 0 Grazing natural vegetation,5 2 1 Dairy,cow manure  grazed paddock,2007191210001,PIT TRENCH SAMPLE,0,0.1,1,5.5,2007191210002,AUGER SAMPLE,0.61,0.9,1,5
field,2007191211,2007191092,TS1323,-38.291,142.674,76,04.03.2008,14:30,VIC,Colac,alluvial plain,over bank stream flow,,1 0 0 Conservation and Natural Environments,,3 3 0 Dryland Cropping,5 2 1 Dairy,Bushfire gone through recently,2007191211001,PIT TRENCH SAMPLE,0,0.1,1,6,2007191211002,AUGER SAMPLE,0.57,0.76,1,6.5
field,2007191212,,TS1240,-32.184,148.739,284,12.03.2008,09:10,NSW,Dubbo,flood plain,over bank stream flow,,2 1 0 Grazing natural vegetation,5 2 3 Sheep,2 1 0 Grazing natural vegetation,5 2 3 Sheep,clean site  some vehicle tracks nearby 10m  no wire rubbish,2007191212001,PIT TRENCH SAMPLE,0,0.1,1,6,2007191212002,AUGER SAMPLE,0.53,0.71,1,6.5
field,2007191214,2007190825,TS0976,-20.309,141.159,90,27.09.2007,14:00,QLD,Julia Creek,flood plain,channelled stream flow,,2 1 0 Grazing natural vegetation,5 2 2 Cattle,2 1 0 Grazing natural vegetation,5 2 2 Cattle,,2007191214001,PIT TRENCH SAMPLE,0,0.1,1,6.5,2007191214002,AUGER SAMPLE,0.6,0.82,1,8
field,2007191215,2007191281,TS1033,-23.557,148.141,182,13.10.2007,14:10,QLD,Emerald,alluvial plain,over bank stream flow,,2 1 0 Grazing natural vegetation,,2 1 0 Grazing natural vegetation,,citrus plantations nearby area,2007191215001,PIT TRENCH SAMPLE,0,0.1,1,5.5,2007191215002,AUGER SAMPLE,0.65,0.82,1,8
field,2007191216,2007191385,TS0775,-20.315,136.104,243,06.10.2007,16:15,NT,Frew River,floodout,detrital deposition still water,,1 0 0 Conservation and Natural Environments,,1 0 0 Conservation and Natural Environments,,,2007191216001,PIT TRENCH SAMPLE,0,0.1,1,6.5,2007191216002,AUGER SAMPLE,0.55,0.75,1,9
field,2007191218,,TS0671,-14.658,134.362,15,16.08.2009,15:00,NT,Urapunga,alluvial terrace,over bank stream flow,,2 1 0 Grazing natural vegetation,,,,,2007191218001,PIT TRENCH SAMPLE,0,0.1,1,6,2007191218002,AUGER SAMPLE,0.6,0.7,1,6
field,2007191219,,TS1119,-27.497,141.984,92,05.06.2008,17:05,QLD,Durham Downs,anastomatic plain,channelled stream flow,,2 1 0 Grazing natural vegetation,5 2 2 Cattle,2 1 0 Grazing natural vegetation,5 2 2 Cattle,Cow Manure  Bulbs in soil  gas well located 100m downstream from site ,2007191219001,PIT TRENCH SAMPLE,0,0.1,1,9,2007191219002,AUGER SAMPLE,0.61,0.85,1,8
field,2007191221,,TS1318,-38.144,144.277,25,04.10.2007,14:15,VIC,Port Philip,alluvial plain,over bank stream flow,,2 1 0 Grazing natural vegetation,,2 1 0 Grazing natural vegetation,,used as an old riding site?,2007191221001,PIT TRENCH SAMPLE,0,0.1,1,5,2007191221002,AUGER SAMPLE,0.62,0.85,1,6
field,2007191222,,TS0676,-14.791,134.919,9,16.07.2008,09:55,NT,Urapunga,alluvial plain,over bank stream flow,,1 0 0 Conservation and Natural Environments,,,,None,2007191222001,PIT TRENCH SAMPLE,0,0.1,1,5.5,2007191222002,AUGER SAMPLE,0.6,0.9,1,5.5
field,2007191223,,TS0859,-11.104,142.284,88,11.08.2008,15:20,QLD,Jardine River,alluvial terrace,over bank stream flow,over bank stream flow,2 1 0 Grazing natural vegetation,,2 1 0 Grazing natural vegetation,5 2 2 Cattle,Nil,2007191223001,PIT TRENCH SAMPLE,0,0.1,1,6.5,2007191223002,AUGER SAMPLE,0.6,0.9,1,6.5
field,2007191224,,TS0713,-16.444,131.068,81,11.07.2008,09:15,NT,Victoria Riv. Downs,alluvial plain,over bank stream flow,,2 1 0 Grazing natural vegetation,,,,None,2007191224001,PIT TRENCH SAMPLE,0,0.1,1,6,2007191224002,AUGER SAMPLE,0.6,0.95,1,5.5
field,2007191225,,TS0163,-30.081,140.019,11,01.10.2008,,SA,Frome,alluvial plain,over bank stream flow,wind,2 1 0 Grazing natural vegetation,5 2 2 Cattle,2 1 0 Grazing natural vegetation,5 2 2 Cattle,,2007191225001,PIT TRENCH SAMPLE,0.05,0.1,1,9.5,2007191225002,AUGER SAMPLE,0.6,0.9,1,9.5
field,2007191226,,TS0572,-31.658,128.053,101,27.01.2008,08:05,WA,Eucla,peneplain,sheet flow sheet or surface wash,,2 1 0 Grazing natural vegetation,5 2 2 Cattle,2 1 0 Grazing natural vegetation,5 2 2 Cattle,,2007191226001,PIT TRENCH SAMPLE,0,0.1,1,9,2007191226002,AUGER SAMPLE,0.6,0.9,1,9
field,2007191227,,TS0881,-15.136,141.809,7,02.10.2007,12:45,QLD,Rutland Plains,flood plain,over bank stream flow,,2 1 0 Grazing natural vegetation,5 2 2 Cattle,2 1 0 Grazing natural vegetation,5 2 2 Cattle,,2007191227001,PIT TRENCH SAMPLE,0,0.1,1,7,2007191227002,AUGER SAMPLE,0.61,0.82,1,7
field,2007191228,,TS1074,-25.064,141.358,99,26.05.2008,09:10,QLD,Canterbury,alluvial plain,channelled stream flow,rilling/gullying,2 1 0 Grazing natural vegetation,5 2 2 Cattle,2 1 0 Grazing natural vegetation,5 2 2 Cattle,nil,2007191228001,PIT TRENCH SAMPLE,0,0.1,1,5,2007191228002,AUGER SAMPLE,0.61,0.86,1,5
field,2007191229,2007190798,TS0652,-12.428,134.699,12,11.08.2009,11:00,NT,Millingimbi,alluvial terrace,over bank stream flow,,2 1 0 Grazing natural vegetation,,,,,2007191229001,PIT TRENCH SAMPLE,0,0.1,1,5.5,2007191229002,AUGER SAMPLE,0.6,0.8,1,6
field,2007191230,,TS0544,-30.877,115.651,112,16.07.2008,11:04,WA,Moora,flood plain,over bank stream flow,,3 3 0 Dryland Cropping,3 3 1 Dryland cereals,3 3 0 Dryland Cropping,3 3 1 Dryland cereals,10 m down slope from ringlock wire fence,2007191230001,PIT TRENCH SAMPLE,0,0.1,1,6,2007191230002,AUGER SAMPLE,0.6,0.9,1,6
field,2007191231,,TS1198,-30.042,142.013,119,28.05.2008,11:45,NSW,Cobham Lake,flood plain,sheet flow sheet or surface wash,,2 1 0 Grazing natural vegetation,5 2 2 Cattle,2 1 0 Grazing natural vegetation,5 2 3 Sheep,clean site  undisturbed  road nearby 30m  no wire rubbish,2007191231001,PIT TRENCH SAMPLE,0,0.1,1,9,2007191231002,AUGER SAMPLE,0.54,0.66,1,9
field,2007191232,,TS0584,-31.954,120.776,318,13.12.2007,09:00,WA,Boorabbin,flood plain,over bank stream flow,,1 0 0 Conservation and Natural Environments,,1 0 0 Conservation and Natural Environments,,Nil,2007191232001,PIT TRENCH SAMPLE,0,0.1,1,6,2007191232002,AUGER SAMPLE,0.6,0.75,1,8
field,2007191233,,TS0683,-14.918,133.752,71,18.08.2009,10:00,NT,Urapunga,alluvial plain,over bank stream flow,,2 1 0 Grazing natural vegetation,,,,,2007191233001,PIT TRENCH SAMPLE,0,0.1,1,5.5,2007191233002,AUGER SAMPLE,0.6,0.65,1,5.5
field,2007191234,,TS1205,-30.269,142.792,130,27.05.2008,14:55,NSW,White Cliffs,flood plain,over bank stream flow,,2 1 0 Grazing natural vegetation,5 2 2 Cattle,2 1 0 Grazing natural vegetation,5 2 3 Sheep,clean site  in braided channel  no wire rubbish,2007191234001,PIT TRENCH SAMPLE,0,0.1,1,7.5,2007191234002,AUGER SAMPLE,0.57,0.81,1,6.5
field,2007191236,2007190548,TS0934,-18.084,143.92,296,06.10.2007,09:15,QLD,Georgetown,alluvial plain,over bank stream flow,,2 1 0 Grazing natural vegetation,5 2 2 Cattle,2 1 0 Grazing natural vegetation,,,2007191236001,PIT TRENCH SAMPLE,0,0.1,1,4.5,2007191236002,AUGER SAMPLE,0.62,0.78,1,4.5
field,2007191237,,TS0624,-34.447,115.777,1,15.01.2008,15:35,WA,Pemberton,flood plain,over bank stream flow,,1 0 0 Conservation and Natural Environments,,1 0 0 Conservation and Natural Environments,,,2007191237001,PIT TRENCH SAMPLE,0,0.1,1,5.5,2007191237002,AUGER SAMPLE,0.6,0.8,1,5.5
field,2007191238,,TS0985,-21.951,144.284,236,30.03.2008,13:00,QLD,Tangorin,flood plain,channelled stream flow,,2 1 0 Grazing natural vegetation,5 2 2 Cattle & 5 2 3 Sheep,2 1 0 Grazing natural vegetation,5 2 2 Cattle & 5 2 3 Sheep,nil,2007191238001,PIT TRENCH SAMPLE,0,0.1,1,8,2007191238002,AUGER SAMPLE,0.6,0.72,1,8
field,2007191239,,TS1092,-25.807,145.581,363,21.05.2008,09:30,QLD,Augathella,flood plain,over bank stream flow,,2 1 0 Grazing natural vegetation,5 2 2 Cattle,2 1 0 Grazing natural vegetation,5 2 2 Cattle,,2007191239001,PIT TRENCH SAMPLE,0,0.1,1,7,2007191239002,AUGER SAMPLE,0.7,0.93,1,7
field,2007191241,2007190746,TS0174,-29.017,140.497,44,15.09.2008,,SA,Callabonna,pediplain,sheet flow sheet or surface wash,wind,2 1 0 Grazing natural vegetation,5 2 2 Cattle,2 1 0 Grazing natural vegetation,5 2 2 Cattle,,2007191241001,PIT TRENCH SAMPLE,0.05,0.15,1,7.5,2007191241002,PIT TRENCH SAMPLE,0.3,0.4,1,7.5
field,2007191243,,TS0965,-20.581,142.922,191,02.10.2007,09:20,QLD,Richmond,flood plain,over bank stream flow,,2 1 0 Grazing natural vegetation,5 2 2 Cattle,2 1 0 Grazing natural vegetation,,,2007191243001,PIT TRENCH SAMPLE,0,0.1,1,4.5,2007191243002,PIT TRENCH SAMPLE,0.62,0.7,1,5
field,2007191244,,TS1053,-24.312,138.83,98,26.05.2008,10:45,QLD,Bedourie,flood plain,over bank stream flow,,2 1 0 Grazing natural vegetation,5 2 2 Cattle,2 1 0 Grazing natural vegetation,5 2 2 Cattle,,2007191244001,PIT TRENCH SAMPLE,0,0.1,1,6,2007191244002,AUGER SAMPLE,0.62,0.91,1,7.5
field,2007191245,2007190970,TS1372,-41.049,144.671,1,06.02.2008,17:15,TAS,North West,alluvial plain,water,,1 0 0 Conservation and Natural Environments,,2 2 0 Production forestry of natural vegetation,,Near boat ramp and camp sites,2007191245001,PIT TRENCH SAMPLE,0,0.1,1,5.5,2007191245002,AUGER SAMPLE,0.64,1,1,5
field,2007191246,,TS0115,-26.167,137.533,23,10.08.2009,,SA,Poolowanna,longitudinal dunefield,sand deposition wind,over bank stream flow,1 0 0 Conservation and Natural Environments,,1 0 0 Conservation and Natural Environments,,None,2007191246001,PIT TRENCH SAMPLE,0.05,0.15,1,9.5,2007191246002,PIT TRENCH SAMPLE,0.55,0.75,1,9.5
field,2007191247,,TS0697,-15.592,133.197,168,12.07.2008,11:05,NT,Larrimah,alluvial plain,over bank stream flow,,2 1 0 Grazing natural vegetation,,,,None,2007191247001,PIT TRENCH SAMPLE,0,0.1,1,6,2007191247002,AUGER SAMPLE,0.6,0.8,1,6
field,2007191248,,TS0002,-34.782,135.529,9,24.11.2008,,SA,Lincoln,karst,over bank stream flow,sheet flow  sheet or surface wash,5 6 0 Utilities,,5 6 0 Utilities,,,2007191248001,PIT TRENCH SAMPLE,0.05,0.1,1,9.5,2007191248002,PIT TRENCH SAMPLE,0.25,0.3,1,9.5
field,2007191249,,TS0500,-27.091,118.746,461,24.02.2008,18:30,WA,Sandstone,lacustrine plain,water,detrital deposition still water,2 1 0 Grazing natural vegetation,,2 1 0 Grazing natural vegetation,,,2007191249001,PIT TRENCH SAMPLE,0,0.1,1,7.5,2007191249002,AUGER SAMPLE,0.6,0.9,1,8
field,2007191250,,TS1159,-28.918,146.878,136,31.10.2007,07:42,QLD,Cunnamulla,alluvial plain,over bank stream flow,,1 0 0 Conservation and Natural Environments,,2 1 0 Grazing natural vegetation,,,2007191250001,PIT TRENCH SAMPLE,0,0.1,1,6.5,2007191250002,AUGER SAMPLE,0.68,0.96,1,8.5
field,2007191251,,TS0478,-26.214,122.122,434,01.03.2008,12:30,WA,Kingston,alluvial plain,channelled stream flow,,2 1 0 Grazing natural vegetation,5 2 2 Cattle,2 1 0 Grazing natural vegetation,5 2 2 Cattle,,2007191251001,PIT TRENCH SAMPLE,0,0.1,1,8.5,2007191251002,AUGER SAMPLE,0.6,0.9,1,8
field,2007191252,,TS0018,-32.922,134.159,3,28.04.2009,,SA,Streaky Bay,coastal dunes,detrital deposition still water,waves,1 0 0 Conservation and Natural Environments,,3 3 0 Dryland Cropping,3 3 1 Dryland cereals,Coastal dunes  used by recreational vehicles,2007191252001,PIT TRENCH SAMPLE,0.05,0.15,1,9,2007191252002,PIT TRENCH SAMPLE,0.35,0.45,1,9.5
field,2007191253,2007190185,TS0340,-22.914,116.284,163,03.05.2008,10:22,WA,Wyloo,alluvial terrace,channelled stream flow,,2 1 0 Grazing natural vegetation,5 2 2 Cattle,2 1 0 Grazing natural vegetation,5 2 2 Cattle,,2007191253001,PIT TRENCH SAMPLE,0,0.1,1,7.5,2007191253002,AUGER SAMPLE,0.6,0.9,1,7.5
field,2007191254,2007190209,TS0759,-20.043,137.016,221,18.05.2008,14:00,NT,Avon Downs,flood plain,over bank stream flow,,2 1 0 Grazing natural vegetation,,,,Pastoral stn 1 km down stream,2007191254001,PIT TRENCH SAMPLE,0,0.1,1,5.5,2007191254002,AUGER SAMPLE,0.6,0.8,1,5.5
field,2007191255,,TS1016,-23.04,140.338,155,05.04.2008,09:00,QLD,Springvale,anastomatic plain,over bank stream flow,channelled stream flow,2 1 0 Grazing natural vegetation,,2 1 0 Grazing natural vegetation,,50m upstream from track,2007191255001,PIT TRENCH SAMPLE,0,0.1,1,6.5,2007191255002,AUGER SAMPLE,0.62,0.88,1,7
field,2007191256,,TS1381,-41.757,147.186,142,07.02.2008,16:50,TAS,North East,alluvial plain,water,,3 2 0 Dryland Grazing modified pastures,,3 2 0 Dryland Grazing modified pastures,,,2007191256001,PIT TRENCH SAMPLE,0,0.1,1,4.5,2007191256002,AUGER SAMPLE,0.6,0.73,1,5
field,2007191257,2007190355,TS0437,-28.692,120.942,367,03.03.2008,11:15,WA,Leonora,flood plain,over bank stream flow,,2 1 0 Grazing natural vegetation,5 2 2 Cattle,2 1 0 Grazing natural vegetation,5 2 2 Cattle,,2007191257001,PIT TRENCH SAMPLE,0,0.1,1,8.5,2007191257002,AUGER SAMPLE,0.6,0.8,1,8
field,2007191258,,TS0236,-18.252,122.413,26,12.06.2008,12:15,WA,Lagrange,flood plain,over bank stream flow,,2 1 0 Grazing natural vegetation,5 2 2 Cattle,2 1 0 Grazing natural vegetation,5 2 2 Cattle,,2007191258001,PIT TRENCH SAMPLE,0,0.1,1,6.5,2007191258002,AUGER SAMPLE,0.6,0.9,1,6.5
field,2007191259,2007190311,TS0542,-30.539,115.227,49,13.11.2007,13:15,WA,Hill River,alluvial plain,over bank stream flow,,1 0 0 Conservation and Natural Environments,,1 0 0 Conservation and Natural Environments,,,2007191259001,PIT TRENCH SAMPLE,0,0.1,1,6,2007191259002,AUGER SAMPLE,0.6,0.86,1,8
field,2007191261,,TS0076,-28.767,135.156,114,19.07.2008,13:00,SA,Warrina,bar plain,over bank stream flow,wind,2 1 0 Grazing natural vegetation,5 2 2 Cattle,2 1 0 Grazing natural vegetation,5 2 2 Cattle,,2007191261001,PIT TRENCH SAMPLE,0.05,0.15,1,7.5,2007191261002,PIT TRENCH SAMPLE,0.2,0.3,1,7.5
field,2007191262,,TS0853,-25.685,129.213,634,02.04.2009,11:25,NT,Peterman Ranges,stagnant alluvial plain,detrital deposition still water,dust deposition wind,1 0 0 Conservation and Natural Environments,,,,,2007191262001,PIT TRENCH SAMPLE,0,0.1,1,8,2007191262002,AUGER SAMPLE,0.3,0.35,1,8
field,2007191263,,TS1325,-38.381,142.597,13,04.03.2008,09:30,VIC,Colac,alluvial plain,over bank stream flow,,2 1 0 Grazing natural vegetation,,2 1 0 Grazing natural vegetation,5 2 1 Dairy,horse manure  grazed paddock,2007191263001,PIT TRENCH SAMPLE,0,0.1,1,5.5,2007191263002,AUGER SAMPLE,0.65,0.9,1,7.5
field,2007191264,2007191486,TS0811,-23.385,136.45,250,14.05.2008,12:00,NT,Hay River,alluvial terrace,over bank stream flow,sand deposition wind,1 0 0 Conservation and Natural Environments,,,,None,2007191264001,PIT TRENCH SAMPLE,0,0.1,1,5.5,2007191264002,AUGER SAMPLE,0.6,0.95,1,6.5
field,2007191266,,TS1139,-27.798,148.506,208,28.10.2007,12:00,QLD,Surat,alluvial plain,over bank stream flow,,3 2 0 Dryland Grazing modified pastures,,2 2 0 Production forestry of natural vegetation,,,2007191266001,PIT TRENCH SAMPLE,0,0.1,1,5.5,2007191266002,AUGER SAMPLE,0.53,0.86,1,8.5
field,2007191267,,TS0044,-30.887,133.418,119,23.09.2009,,SA,Barton,longitudinal dunefield,sand deposition wind,water,1 0 0 Conservation and Natural Environments,,1 0 0 Conservation and Natural Environments,,None,2007191267001,PIT TRENCH SAMPLE,0.1,0.2,1,4.5,2007191267002,PIT TRENCH SAMPLE,0.6,0.65,1,5
field,2007191269,,TS1086,-25.491,149.763,199,16.10.2007,08:20,QLD,Taroom,alluvial plain,over bank stream flow,,2 1 0 Grazing natural vegetation,,2 1 0 Grazing natural vegetation,,,2007191269001,PIT TRENCH SAMPLE,0,0.1,1,5.5,2007191269002,AUGER SAMPLE,0.58,0.7,1,5
field,2007191270,,TS0648,-12.237,134.048,25,11.08.2009,13:30,NT,Millingimbi,alluvial terrace,over bank stream flow,,2 1 0 Grazing natural vegetation,,,,,2007191270001,PIT TRENCH SAMPLE,0,0.1,1,6,2007191270002,AUGER SAMPLE,0.6,0.8,1,5.5
field,2007191272,,TS0179,-27.72,140.783,48,14.09.2008,,SA,Innamincka,floodout,over bank stream flow,wind,1 0 0 Conservation and Natural Environments,,1 0 0 Conservation and Natural Environments,,,2007191272001,PIT TRENCH SAMPLE,0.05,0.15,1,5.5,2007191272002,PIT TRENCH SAMPLE,0.5,0.7,1,6.5
field,2007191273,,TS0643,-12.617,132.209,22,08.08.2009,15:00,NT,Alligator River,alluvial plain,over bank stream flow,,1 0 0 Conservation and Natural Environments,,,,,2007191273001,PIT TRENCH SAMPLE,0,0.1,1,5,2007191273002,AUGER SAMPLE,0.6,0.75,1,4.5
field,2007191274,,TS1138,-28.159,145.036,163,09.06.2008,09:50,QLD,Eulo,flood plain,channelled stream flow,,1 0 0 Conservation and Natural Environments,,1 0 0 Conservation and Natural Environments,,Site located far enough away from main road   Close to cable crossing +   150m ,2007191274001,PIT TRENCH SAMPLE,0,0.1,1,5.5,2007191274002,AUGER SAMPLE,0.61,0.9,1,9
field,2007191275,2007191590,TS0463,-29.464,126.178,149,29.03.2008,14:20,WA,Jubilee,flood plain,sheet flow sheet or surface wash,,1 0 0 Conservation and Natural Environments,,1 0 0 Conservation and Natural Environments,,,2007191275001,PIT TRENCH SAMPLE,0,0.1,1,8,2007191275002,AUGER SAMPLE,0.6,0.8,1,8
field,2007191276,,TS1302,-35.037,144.192,80,22.01.2008,18:00,NSW,Deniliquin,flood plain,over bank stream flow,,2 1 0 Grazing natural vegetation,5 2 3 Sheep,2 1 0 Grazing natural vegetation,5 2 3 Sheep,clean site  some wire and fences nearby 30m,2007191276001,PIT TRENCH SAMPLE,0,0.1,1,9,2007191276002,AUGER SAMPLE,0.44,0.71,1,9
field,2007191277,2007190849,TS1151,-28.436,146.656,155,31.10.2007,11:21,QLD,Cunnamulla,flood plain,over bank stream flow,,2 1 0 Grazing natural vegetation,,2 1 0 Grazing natural vegetation,,,2007191277001,PIT TRENCH SAMPLE,0,0.1,1,6,2007191277002,AUGER SAMPLE,0.61,0.89,1,9
field,2007191278,,TS1144,-28.333,148.84,187,28.10.2007,08:58,QLD,St George,alluvial plain,over bank stream flow,,3 2 0 Dryland Grazing modified pastures,,3 2 0 Dryland Grazing modified pastures,,,2007191278001,PIT TRENCH SAMPLE,0,0.1,1,5.5,2007191278002,AUGER SAMPLE,0.61,0.94,1,5.5
field,2007191279,,TS0539,-30.232,124.435,244,09.07.2008,07:30,WA,Cundeelee,aeolian sheet,sand deposition wind,,1 0 0 Conservation and Natural Environments,,1 0 0 Conservation and Natural Environments,,Nil,2007191279001,PIT TRENCH SAMPLE,0,0.1,1,5.5,2007191279002,AUGER SAMPLE,0.6,0.9,1,6
field,2007191281,2007191215,TS1033,-23.557,148.144,181,13.10.2007,14:40,QLD,Emerald,alluvial plain,over bank stream flow,,2 1 0 Grazing natural vegetation,,2 1 0 Grazing natural vegetation,,citrus plantations nearby area,2007191281001,PIT TRENCH SAMPLE,0,0.1,1,4.5,2007191281002,AUGER SAMPLE,0.65,0.9,1,7
field,2007191282,2007191134,TS0533,-29.908,115.995,247,19.02.2008,11:30,WA,Perenjori,alluvial plain,water,detrital deposition still water,3 3 0 Dryland Cropping,3 3 1 Dryland cereals,3 3 0 Dryland Cropping,3 3 1 Dryland cereals,Salt channel on parallel properety  can't sample upstream reworking of pan edges for fields,2007191282001,PIT TRENCH SAMPLE,0,0.1,1,7.5,2007191282002,AUGER SAMPLE,0.6,0.95,1,8.5
field,2007191283,,TS1361,-37.736,145.21,57,01.10.2007,11:00,VIC,Melbourne,flood plain,over bank stream flow,,1 0 0 Conservation and Natural Environments,4 3 0 Irrigated cropping,5 4 0 Residential,4 3 0 Irrigated cropping,old orchard site  possible tilling of soil,2007191283001,PIT TRENCH SAMPLE,0,0.1,1,5,2007191283002,AUGER SAMPLE,0.58,0.9,1,5
field,2007191284,,TS1080,-25.798,146.428,395,20.05.2008,15:30,QLD,Augathella,flood plain,over bank stream flow,,2 1 0 Grazing natural vegetation,5 2 2 Cattle,2 1 0 Grazing natural vegetation,5 2 2 Cattle,,2007191284001,PIT TRENCH SAMPLE,0,0.1,1,6,2007191284002,AUGER SAMPLE,0.62,1.02,1,7
field,2007191285,,TS0726,-17.953,135.707,216,21.05.2008,15:30,NT,Walhallow,alluvial plain,over bank stream flow,,2 1 0 Grazing natural vegetation,,,,None,2007191285001,PIT TRENCH SAMPLE,0,0.1,1,5.5,2007191285002,AUGER SAMPLE,0.6,0.8,1,6
field,2007191286,,TS0536,-30.133,124.752,196,10.07.2008,10:00,WA,Seemore,aeolian sheet,sheet flow sheet or surface wash,,1 0 0 Conservation and Natural Environments,,1 0 0 Conservation and Natural Environments,,Nil,2007191286001,PIT TRENCH SAMPLE,0,0.1,1,5,2007191286002,AUGER SAMPLE,0.6,0.8,1,6.5
field,2007191287,,TS0636,-11.708,132.919,10,10.08.2009,12:20,NT,Cobourg Peninsula,alluvial plain,water,,2 1 0 Grazing natural vegetation,,,,,2007191287001,PIT TRENCH SAMPLE,0,0.1,1,5.5,2007191287002,AUGER SAMPLE,0.5,0.6,1,5
field,2007191289,,TS0164,-30.064,140.24,5,01.10.2008,,SA,Frome,alluvial plain,over bank stream flow,wind,2 1 0 Grazing natural vegetation,5 2 2 Cattle,2 1 0 Grazing natural vegetation,5 2 2 Cattle,,2007191289001,PIT TRENCH SAMPLE,0.05,0.1,1,9.5,2007191289002,PIT TRENCH SAMPLE,0.55,0.65,1,10
